antecedents,antecedents_description,consequents,consequents_description,support,confidence,lift
20727,LUNCH BAG  BLACK SKULL.,20723,STRAWBERRY CHARLOTTE BAG,0.009936043855641846,0.6346153846153847,23.0090778786431
20727,LUNCH BAG  BLACK SKULL.,23301,GARDENERS KNEELING PAD KEEP CALM ,0.00553905893101873,0.09817813765182186,2.4845311366455265
20727,LUNCH BAG  BLACK SKULL.,22384,LUNCH BAG PINK POLKADOT,0.021699406121516673,0.6285714285714286,20.333944868906897
20727,LUNCH BAG  BLACK SKULL.,23205,CHARLOTTE BAG VINTAGE ALPHABET ,0.006452718136135222,0.11437246963562753,6.259033400809717
20727,LUNCH BAG  BLACK SKULL.,22662,LUNCH BAG DOLLY GIRL DESIGN,0.011192325262677022,0.3399433427762039,12.428158285379714
20727,LUNCH BAG  BLACK SKULL.,85099C,JUMBO  BAG BAROQUE BLACK WHITE,0.006852444038373686,0.1214574898785425,3.184077189750054
20727,LUNCH BAG  BLACK SKULL.,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,0.007366377341251713,0.13056680161943318,2.6372385582001314
20727,LUNCH BAG  BLACK SKULL.,22666,RECIPE BOX PANTRY YELLOW DESIGN,0.0051964367291000456,0.09210526315789473,2.156346749226006
20727,LUNCH BAG  BLACK SKULL.,23298,SPOTTY BUNTING,0.006452718136135222,0.11437246963562753,2.3235390815070875
20727,LUNCH BAG  BLACK SKULL.,21479,WHITE SKULL HOT WATER BOTTLE ,0.005310644129739607,0.09412955465587043,4.384033939185114
20727,LUNCH BAG  BLACK SKULL.,21929,JUMBO BAG PINK VINTAGE PAISLEY,0.005253540429419826,0.09311740890688258,2.821231945981536
23207,LUNCH BAG ALPHABET DESIGN,23209,LUNCH BAG DOILEY PATTERN ,0.005995888533576976,0.1788756388415673,8.353253833049404
23207,LUNCH BAG ALPHABET DESIGN,23202,JUMBO BAG VINTAGE LEAF,0.005082229328460484,0.151618398637138,4.234675274216205
23207,LUNCH BAG ALPHABET DESIGN,23201,JUMBO BAG ALPHABET,0.009707629054362723,0.2896081771720614,7.89971713183355
23207,LUNCH BAG ALPHABET DESIGN,22662,LUNCH BAG DOLLY GIRL DESIGN,0.007480584741891274,0.2231686541737649,8.158934179313093
23207,LUNCH BAG ALPHABET DESIGN,85099B,JUMBO BAG RED RETROSPOT,0.006110095934216537,0.18228279386712096,2.1056307956471123
23207,LUNCH BAG ALPHABET DESIGN,23205,CHARLOTTE BAG VINTAGE ALPHABET ,0.006052992233896756,0.18057921635434412,9.882197614991483
23207,LUNCH BAG ALPHABET DESIGN,22384,LUNCH BAG PINK POLKADOT,0.01033576975788031,0.5089285714285714,13.231394296222906
23207,LUNCH BAG ALPHABET DESIGN,22382,LUNCH BAG SPACEBOY DESIGN ,0.012163088168113293,0.6062500000000001,14.999857242107868
23207,LUNCH BAG ALPHABET DESIGN,20726,LUNCH BAG WOODLAND,0.009136592051164915,0.4553990610328639,12.993950406965741
23207,LUNCH BAG ALPHABET DESIGN,23204,CHARLOTTE BAG APPLES DESIGN,0.005653266331658292,0.16865417376490632,8.39054514480409
23207,LUNCH BAG ALPHABET DESIGN,23206,LUNCH BAG APPLE DESIGN,0.014904065783462768,0.6368159203980099,14.829681380332381
23207,LUNCH BAG ALPHABET DESIGN,47566,PARTY BUNTING,0.005938784833257195,0.17717206132879046,2.441099243107615
23207,LUNCH BAG ALPHABET DESIGN,20724,RED RETROSPOT CHARLOTTE BAG,0.005824577432617634,0.1737649063032368,4.90011439481849
23207,LUNCH BAG ALPHABET DESIGN,20725,LUNCH BAG RED RETROSPOT,0.012791228871630882,0.6298342541436465,14.325120638804046
23207,LUNCH BAG ALPHABET DESIGN,20727,LUNCH BAG  BLACK SKULL.,0.01261991777067154,0.574585635359116,13.940677291470971
23207,LUNCH BAG ALPHABET DESIGN,20723,STRAWBERRY CHARLOTTE BAG,0.005253540429419826,0.1567291311754685,5.682485600713881
23207,LUNCH BAG ALPHABET DESIGN,23208,LUNCH BAG VINTAGE LEAF DESIGN,0.011477843764275925,0.49042145593869735,16.358591497901845
23207,LUNCH BAG ALPHABET DESIGN,23298,SPOTTY BUNTING,0.00553905893101873,0.16524701873935266,3.357083285572557
23207,LUNCH BAG ALPHABET DESIGN,20728,LUNCH BAG CARS BLUE,0.012334399269072635,0.6000000000000001,15.41932890530789
23207,LUNCH BAG ALPHABET DESIGN,23199,JUMBO BAG APPLES,0.005596162631338511,0.1669505962521295,4.648074469900305
23206,LUNCH BAG APPLE DESIGN,85099B,JUMBO BAG RED RETROSPOT,0.009650525354042943,0.4811320754716981,7.839266905413947
23206,LUNCH BAG APPLE DESIGN,23204,CHARLOTTE BAG APPLES DESIGN,0.009022384650525354,0.21010638297872342,10.45279255319149
23206,LUNCH BAG APPLE DESIGN,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.005824577432617634,0.13563829787234044,1.3565379053914484
23206,LUNCH BAG APPLE DESIGN,23199,JUMBO BAG APPLES,0.012105984467793512,0.7596899224806202,21.15054041729828
23206,LUNCH BAG APPLE DESIGN,20725,LUNCH BAG RED RETROSPOT,0.017930561900411146,0.703125,24.1079295154185
23206,LUNCH BAG APPLE DESIGN,22727,ALARM CLOCK BAKELIKE RED ,0.00553905893101873,0.1289893617021277,2.972186450167974
23206,LUNCH BAG APPLE DESIGN,23301,GARDENERS KNEELING PAD KEEP CALM ,0.0051964367291000456,0.12101063829787234,3.0623385807403762
23206,LUNCH BAG APPLE DESIGN,20726,LUNCH BAG WOODLAND,0.012848332571950663,0.4942084942084942,14.423061084420043
23206,LUNCH BAG APPLE DESIGN,20724,RED RETROSPOT CHARLOTTE BAG,0.008622658748286889,0.7777777777777778,21.933082841295402
23206,LUNCH BAG APPLE DESIGN,23202,JUMBO BAG VINTAGE LEAF,0.007252169940612152,0.16888297872340427,4.716871967151922
23206,LUNCH BAG APPLE DESIGN,20727,LUNCH BAG  BLACK SKULL.,0.01644586569209685,0.6712328767123288,23.454967557592713
23206,LUNCH BAG APPLE DESIGN,22662,LUNCH BAG DOLLY GIRL DESIGN,0.008908177249885792,0.3706563706563707,13.551011196105144
23206,LUNCH BAG APPLE DESIGN,22355,CHARLOTTE BAG SUKI DESIGN,0.007823206943809958,0.609271523178808,19.72192775213916
23206,LUNCH BAG APPLE DESIGN,23205,CHARLOTTE BAG VINTAGE ALPHABET ,0.006909547738693468,0.16090425531914895,8.805485372340428
23206,LUNCH BAG APPLE DESIGN,20719,WOODLAND CHARLOTTE BAG,0.00628140703517588,0.14627659574468085,6.09903748733536
23206,LUNCH BAG APPLE DESIGN,20728,LUNCH BAG CARS BLUE,0.01513248058474189,0.6081081081081081,16.879405901553156
23206,LUNCH BAG APPLE DESIGN,22382,LUNCH BAG SPACEBOY DESIGN ,0.014789858382823207,0.6153846153846154,16.848361751028918
23206,LUNCH BAG APPLE DESIGN,22386,JUMBO BAG PINK POLKADOT,0.006509821836455002,0.15159574468085107,2.9529974203015175
23206,LUNCH BAG APPLE DESIGN,23200,JUMBO BAG PEARS,0.007366377341251713,0.4622641509433963,20.863839719898856
23206,LUNCH BAG APPLE DESIGN,23209,LUNCH BAG DOILEY PATTERN ,0.00867976244860667,0.2021276595744681,9.439092198581562
23206,LUNCH BAG APPLE DESIGN,47566,PARTY BUNTING,0.009022384650525354,0.21010638297872342,2.8948725245660145
23206,LUNCH BAG APPLE DESIGN,21931,JUMBO STORAGE BAG SUKI,0.005995888533576976,0.1396276595744681,2.907443013636249
23206,LUNCH BAG APPLE DESIGN,22356,CHARLOTTE BAG PINK POLKADOT,0.006681132937414344,0.6026490066225165,22.84326710816777
23206,LUNCH BAG APPLE DESIGN,23207,LUNCH BAG ALPHABET DESIGN,0.014904065783462768,0.49230769230769234,14.82968138033238
23206,LUNCH BAG APPLE DESIGN,21212,PACK OF 72 RETROSPOT CAKE CASES,0.006224303334856099,0.14494680851063832,3.00747453867097
23206,LUNCH BAG APPLE DESIGN,20723,STRAWBERRY CHARLOTTE BAG,0.007880310644129739,0.6490066225165563,23.530857088012286
23206,LUNCH BAG APPLE DESIGN,23208,LUNCH BAG VINTAGE LEAF DESIGN,0.014846962083142987,0.5263157894736842,24.1079295154185
23206,LUNCH BAG APPLE DESIGN,23298,SPOTTY BUNTING,0.008222932846048425,0.1914893617021277,3.8902107913313926
23206,LUNCH BAG APPLE DESIGN,23203,JUMBO BAG DOILEY PATTERNS,0.005139333028780265,0.1196808510638298,5.603879849812266
23206,LUNCH BAG APPLE DESIGN,22384,LUNCH BAG PINK POLKADOT,0.013647784376427592,0.6027397260273972,15.67409983633388
23206,LUNCH BAG APPLE DESIGN,23201,JUMBO BAG ALPHABET,0.007880310644129739,0.18351063829787234,5.0056671306422755
23206,LUNCH BAG APPLE DESIGN,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,0.00548195523069895,0.12765957446808512,2.5785172642273433
20728,LUNCH BAG CARS BLUE,22727,ALARM CLOCK BAKELIKE RED ,0.005082229328460484,0.09999999999999999,2.3042105263157895
20728,LUNCH BAG CARS BLUE,85099B,JUMBO BAG RED RETROSPOT,0.011363636363636364,0.6312056737588652,9.654310616402395
20728,LUNCH BAG CARS BLUE,22666,RECIPE BOX PANTRY YELLOW DESIGN,0.005025125628140704,0.09887640449438202,2.3148711169861205
20728,LUNCH BAG CARS BLUE,23209,LUNCH BAG DOILEY PATTERN ,0.00548195523069895,0.10786516853932585,5.037159550561798
20728,LUNCH BAG CARS BLUE,22423,REGENCY CAKESTAND 3 TIER,0.00708085883965281,0.1393258426966292,1.7255121338779142
20728,LUNCH BAG CARS BLUE,23206,LUNCH BAG APPLE DESIGN,0.01513248058474189,0.5898876404494382,16.879405901553156
20728,LUNCH BAG CARS BLUE,22355,CHARLOTTE BAG SUKI DESIGN,0.009079488350845134,0.6645569620253164,21.51150003509675
20728,LUNCH BAG CARS BLUE,20719,WOODLAND CHARLOTTE BAG,0.009022384650525354,0.660377358490566,27.534591194968552
20728,LUNCH BAG CARS BLUE,23298,SPOTTY BUNTING,0.007023755139333029,0.13820224719101123,2.8076540055788732
20728,LUNCH BAG CARS BLUE,85099F,JUMBO BAG STRAWBERRY,0.005025125628140704,0.09887640449438202,3.0218561876188796
20728,LUNCH BAG CARS BLUE,21212,PACK OF 72 RETROSPOT CAKE CASES,0.0077661032434901784,0.15280898876404495,3.17060546354971
20728,LUNCH BAG CARS BLUE,23199,JUMBO BAG APPLES,0.007195066240292371,0.14157303370786517,3.941537307300691
20728,LUNCH BAG CARS BLUE,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,0.005025125628140704,0.09887640449438202,5.9096368447290715
20728,LUNCH BAG CARS BLUE,21929,JUMBO BAG PINK VINTAGE PAISLEY,0.005710370031978072,0.11235955056179775,3.4042222308619414
20728,LUNCH BAG CARS BLUE,20726,LUNCH BAG WOODLAND,0.01735952489721334,0.5955056179775281,21.07638938053097
20728,LUNCH BAG CARS BLUE,23301,GARDENERS KNEELING PAD KEEP CALM ,0.005310644129739607,0.1044943820224719,2.6443722803143466
20728,LUNCH BAG CARS BLUE,47566,PARTY BUNTING,0.008165829145728644,0.16067415730337078,2.213789018644083
20728,LUNCH BAG CARS BLUE,22384,LUNCH BAG PINK POLKADOT,0.02055733211512106,0.6348314606741573,21.07638938053097
20728,LUNCH BAG CARS BLUE,23201,JUMBO BAG ALPHABET,0.005995888533576976,0.11797752808988764,3.2181035388007984
20728,LUNCH BAG CARS BLUE,22386,JUMBO BAG PINK POLKADOT,0.008051621745089083,0.4472361809045226,8.7119021134594
20728,LUNCH BAG CARS BLUE,21931,JUMBO STORAGE BAG SUKI,0.008565555047967108,0.16853932584269662,3.5094657243249743
20728,LUNCH BAG CARS BLUE,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.008565555047967108,0.16853932584269662,1.6855857647957186
20728,LUNCH BAG CARS BLUE,23202,JUMBO BAG VINTAGE LEAF,0.005767473732297853,0.11348314606741573,3.1695643603390495
20728,LUNCH BAG CARS BLUE,21213,PACK OF 72 SKULL CAKE CASES,0.005881681132937414,0.11573033707865168,4.5339366060880275
20728,LUNCH BAG CARS BLUE,23207,LUNCH BAG ALPHABET DESIGN,0.012334399269072635,0.5168539325842696,15.419328905307887
20728,LUNCH BAG CARS BLUE,23204,CHARLOTTE BAG APPLES DESIGN,0.005824577432617634,0.1146067415730337,5.701685393258426
20728,LUNCH BAG CARS BLUE,20725,LUNCH BAG RED RETROSPOT,0.021813613522156237,0.6929133858267716,17.16529345946496
20728,LUNCH BAG CARS BLUE,20727,LUNCH BAG  BLACK SKULL.,0.021756509821836453,0.6712328767123288,18.232170744403952
20728,LUNCH BAG CARS BLUE,20724,RED RETROSPOT CHARLOTTE BAG,0.010164458656920968,0.7452229299363058,21.015046616818978
20728,LUNCH BAG CARS BLUE,85099C,JUMBO  BAG BAROQUE BLACK WHITE,0.005767473732297853,0.11348314606741573,2.9750252304380003
20728,LUNCH BAG CARS BLUE,20723,STRAWBERRY CHARLOTTE BAG,0.009365006852444038,0.6573033707865168,23.831670039779468
20728,LUNCH BAG CARS BLUE,22356,CHARLOTTE BAG PINK POLKADOT,0.008965280950205573,0.6573033707865168,24.914927768860352
20728,LUNCH BAG CARS BLUE,22662,LUNCH BAG DOLLY GIRL DESIGN,0.011477843764275925,0.33923303834808255,12.402189911381257
20728,LUNCH BAG CARS BLUE,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,0.006738236637734125,0.13258426966292133,2.6779881549447273
20728,LUNCH BAG CARS BLUE,23205,CHARLOTTE BAG VINTAGE ALPHABET ,0.005767473732297853,0.11348314606741573,6.210365168539326
20728,LUNCH BAG CARS BLUE,21930,JUMBO STORAGE BAG SKULLS,0.00633851073549566,0.12471910112359551,4.493993619087252
20728,LUNCH BAG CARS BLUE,23208,LUNCH BAG VINTAGE LEAF DESIGN,0.010164458656920968,0.42592592592592593,14.207266313932982
20728,LUNCH BAG CARS BLUE,22382,LUNCH BAG SPACEBOY DESIGN ,0.019358154408405666,0.6496815286624203,19.717237725185445
23209,LUNCH BAG DOILEY PATTERN ,23203,JUMBO BAG DOILEY PATTERNS,0.009250799451804476,0.432,20.227764705882354
23209,LUNCH BAG DOILEY PATTERN ,23207,LUNCH BAG ALPHABET DESIGN,0.005995888533576976,0.28,8.353253833049404
23209,LUNCH BAG DOILEY PATTERN ,20727,LUNCH BAG  BLACK SKULL.,0.005938784833257195,0.2773333333333333,4.915649122807017
23209,LUNCH BAG DOILEY PATTERN ,22384,LUNCH BAG PINK POLKADOT,0.005653266331658292,0.264,5.638009756097562
23209,LUNCH BAG DOILEY PATTERN ,23206,LUNCH BAG APPLE DESIGN,0.00867976244860667,0.4053333333333334,9.439092198581562
23209,LUNCH BAG DOILEY PATTERN ,20725,LUNCH BAG RED RETROSPOT,0.00713796253997259,0.33333333333333337,5.179532682638274
23209,LUNCH BAG DOILEY PATTERN ,20728,LUNCH BAG CARS BLUE,0.00548195523069895,0.25600000000000006,5.037159550561799
23209,LUNCH BAG DOILEY PATTERN ,23202,JUMBO BAG VINTAGE LEAF,0.005424851530379168,0.25333333333333335,7.075555555555556
23209,LUNCH BAG DOILEY PATTERN ,22382,LUNCH BAG SPACEBOY DESIGN ,0.005025125628140704,0.2346666666666667,4.829004308656483
23209,LUNCH BAG DOILEY PATTERN ,23208,LUNCH BAG VINTAGE LEAF DESIGN,0.006395614435815441,0.2986666666666667,9.962382222222223
22662,LUNCH BAG DOLLY GIRL DESIGN,85099B,JUMBO BAG RED RETROSPOT,0.005767473732297853,0.21085594989561587,2.435692212778381
22662,LUNCH BAG DOLLY GIRL DESIGN,20726,LUNCH BAG WOODLAND,0.009936043855641846,0.5444444444444445,14.331323590814199
22662,LUNCH BAG DOLLY GIRL DESIGN,23206,LUNCH BAG APPLE DESIGN,0.008908177249885792,0.46428571428571425,13.551011196105145
22662,LUNCH BAG DOLLY GIRL DESIGN,22384,LUNCH BAG PINK POLKADOT,0.01027866605756053,0.5632183908045977,14.331323590814199
22662,LUNCH BAG DOLLY GIRL DESIGN,22382,LUNCH BAG SPACEBOY DESIGN ,0.014333028780264961,0.6724137931034483,13.985848593966738
22662,LUNCH BAG DOLLY GIRL DESIGN,23207,LUNCH BAG ALPHABET DESIGN,0.007480584741891274,0.27348643006263046,8.158934179313091
22662,LUNCH BAG DOLLY GIRL DESIGN,23208,LUNCH BAG VINTAGE LEAF DESIGN,0.005596162631338511,0.20459290187891443,6.824439805149619
22662,LUNCH BAG DOLLY GIRL DESIGN,20725,LUNCH BAG RED RETROSPOT,0.012334399269072635,0.65,13.165470538228881
22662,LUNCH BAG DOLLY GIRL DESIGN,20728,LUNCH BAG CARS BLUE,0.011477843764275925,0.5777777777777777,12.402189911381258
22662,LUNCH BAG DOLLY GIRL DESIGN,20727,LUNCH BAG  BLACK SKULL.,0.011192325262677022,0.5888888888888889,12.428158285379716
23583,LUNCH BAG PAISLEY PARK  ,23581,JUMBO BAG PAISLEY PARK,0.005767473732297853,0.4089068825910931,28.41578304736199
22384,LUNCH BAG PINK POLKADOT,85099B,JUMBO BAG RED RETROSPOT,0.012220191868433074,0.5698924731182796,11.268292682926829
22384,LUNCH BAG PINK POLKADOT,22662,LUNCH BAG DOLLY GIRL DESIGN,0.01027866605756053,0.392,14.331323590814197
22384,LUNCH BAG PINK POLKADOT,23199,JUMBO BAG APPLES,0.00708085883965281,0.15121951219512195,4.210105083562759
22384,LUNCH BAG PINK POLKADOT,85099C,JUMBO  BAG BAROQUE BLACK WHITE,0.005253540429419826,0.11219512195121951,2.941258945523587
22384,LUNCH BAG PINK POLKADOT,20727,LUNCH BAG  BLACK SKULL.,0.021699406121516673,0.712,20.333944868906897
22384,LUNCH BAG PINK POLKADOT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.00873686614892645,0.18658536585365854,1.8660667771726263
22384,LUNCH BAG PINK POLKADOT,20724,RED RETROSPOT CHARLOTTE BAG,0.00873686614892645,0.7404580152671757,20.880677557743606
22384,LUNCH BAG PINK POLKADOT,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,0.0061671996345363175,0.1317073170731707,2.660275128702844
22384,LUNCH BAG PINK POLKADOT,22356,CHARLOTTE BAG PINK POLKADOT,0.007480584741891274,0.6339869281045752,24.031123560535327
22384,LUNCH BAG PINK POLKADOT,22386,JUMBO BAG PINK POLKADOT,0.010621288259479214,0.4953271028037383,11.864498644986451
22384,LUNCH BAG PINK POLKADOT,21931,JUMBO STORAGE BAG SUKI,0.008165829145728644,0.17439024390243904,3.6312983962182073
22384,LUNCH BAG PINK POLKADOT,23202,JUMBO BAG VINTAGE LEAF,0.00633851073549566,0.1353658536585366,3.7807445442875482
22384,LUNCH BAG PINK POLKADOT,20725,LUNCH BAG RED RETROSPOT,0.023241206030150754,0.7074829931972788,20.18003324099723
22384,LUNCH BAG PINK POLKADOT,23207,LUNCH BAG ALPHABET DESIGN,0.01033576975788031,0.4435146443514644,13.231394296222906
22384,LUNCH BAG PINK POLKADOT,22423,REGENCY CAKESTAND 3 TIER,0.005082229328460484,0.10853658536585366,1.3441956739227932
22384,LUNCH BAG PINK POLKADOT,21930,JUMBO STORAGE BAG SKULLS,0.00713796253997259,0.23421052631578948,11.73267088226438
22384,LUNCH BAG PINK POLKADOT,20723,STRAWBERRY CHARLOTTE BAG,0.007480584741891274,0.1597560975609756,5.792233499974752
22384,LUNCH BAG PINK POLKADOT,22355,CHARLOTTE BAG SUKI DESIGN,0.00713796253997259,0.1524390243902439,4.934403318155177
22384,LUNCH BAG PINK POLKADOT,21929,JUMBO BAG PINK VINTAGE PAISLEY,0.005710370031978072,0.12195121951219512,3.694826567642839
22384,LUNCH BAG PINK POLKADOT,20726,LUNCH BAG WOODLAND,0.01427592507994518,0.5828571428571429,20.333944868906897
22384,LUNCH BAG PINK POLKADOT,47566,PARTY BUNTING,0.007023755139333029,0.15,2.066719118804091
22384,LUNCH BAG PINK POLKADOT,21212,PACK OF 72 RETROSPOT CAKE CASES,0.006452718136135222,0.1378048780487805,2.8592879435903367
22384,LUNCH BAG PINK POLKADOT,22385,JUMBO BAG SPACEBOY DESIGN,0.0051964367291000456,0.11097560975609756,4.126125006472995
22384,LUNCH BAG PINK POLKADOT,23298,SPOTTY BUNTING,0.005938784833257195,0.12682926829268293,2.576605738215155
22384,LUNCH BAG PINK POLKADOT,22382,LUNCH BAG SPACEBOY DESIGN ,0.017016902695294656,0.6666666666666666,21.07638938053097
22384,LUNCH BAG PINK POLKADOT,23208,LUNCH BAG VINTAGE LEAF DESIGN,0.008908177249885792,0.4393305439330544,14.65439330543933
22384,LUNCH BAG PINK POLKADOT,85099F,JUMBO BAG STRAWBERRY,0.006452718136135222,0.1378048780487805,4.211586430000426
22384,LUNCH BAG PINK POLKADOT,20719,WOODLAND CHARLOTTE BAG,0.005310644129739607,0.11341463414634145,4.728850174216028
22384,LUNCH BAG PINK POLKADOT,23206,LUNCH BAG APPLE DESIGN,0.013647784376427592,0.673076923076923,15.674099836333879
22384,LUNCH BAG PINK POLKADOT,20728,LUNCH BAG CARS BLUE,0.02055733211512106,0.6938775510204082,21.07638938053097
22384,LUNCH BAG PINK POLKADOT,23209,LUNCH BAG DOILEY PATTERN ,0.005653266331658292,0.12073170731707318,5.638009756097562
22384,LUNCH BAG PINK POLKADOT,23201,JUMBO BAG ALPHABET,0.005596162631338511,0.11951219512195123,3.2599650482486138
20725,LUNCH BAG RED RETROSPOT,21931,JUMBO STORAGE BAG SUKI,0.011135221562357241,0.3644578313253012,7.589043450854547
20725,LUNCH BAG RED RETROSPOT,23202,JUMBO BAG VINTAGE LEAF,0.007366377341251713,0.11446317657497783,3.196936440480082
20725,LUNCH BAG RED RETROSPOT,85099C,JUMBO  BAG BAROQUE BLACK WHITE,0.008337140246687986,0.2771084337349397,7.264555226895604
20725,LUNCH BAG RED RETROSPOT,20727,LUNCH BAG  BLACK SKULL.,0.024211968935587025,0.6712328767123288,24.107929515418498
20725,LUNCH BAG RED RETROSPOT,22382,LUNCH BAG SPACEBOY DESIGN ,0.02061443581544084,0.6526946107784432,19.15852811849109
20725,LUNCH BAG RED RETROSPOT,20718,RED RETROSPOT SHOPPER BAG,0.005424851530379168,0.08429458740017746,4.158216379019459
20725,LUNCH BAG RED RETROSPOT,20723,STRAWBERRY CHARLOTTE BAG,0.009936043855641846,0.6554054054054054,23.76285602372559
20725,LUNCH BAG RED RETROSPOT,22385,JUMBO BAG SPACEBOY DESIGN,0.006509821836455002,0.10115350488021296,3.760934559367918
20725,LUNCH BAG RED RETROSPOT,84991,60 TEATIME FAIRY CAKE CASES,0.005995888533576976,0.09316770186335403,2.913487133984028
20725,LUNCH BAG RED RETROSPOT,23199,JUMBO BAG APPLES,0.007880310644129739,0.12244897959183673,3.409104182213426
20725,LUNCH BAG RED RETROSPOT,85099B,JUMBO BAG RED RETROSPOT,0.0189584285061672,0.6649746192893401,8.99603044879279
20725,LUNCH BAG RED RETROSPOT,84879,ASSORTED COLOUR BIRD ORNAMENT,0.00553905893101873,0.08606921029281278,1.2612920591194454
20725,LUNCH BAG RED RETROSPOT,22356,CHARLOTTE BAG PINK POLKADOT,0.009707629054362723,0.6418918918918918,24.330759330759328
20725,LUNCH BAG RED RETROSPOT,22386,JUMBO BAG PINK POLKADOT,0.011249428962996803,0.394578313253012,8.771789220597075
20725,LUNCH BAG RED RETROSPOT,20728,LUNCH BAG CARS BLUE,0.021813613522156237,0.6524390243902439,17.16529345946496
20725,LUNCH BAG RED RETROSPOT,23209,LUNCH BAG DOILEY PATTERN ,0.00713796253997259,0.1109139307897072,5.179532682638273
20725,LUNCH BAG RED RETROSPOT,82583,HOT BATHS METAL SIGN,0.0053677478300593875,0.0834072759538598,3.3577660149517072
20725,LUNCH BAG RED RETROSPOT,21212,PACK OF 72 RETROSPOT CAKE CASES,0.010107354956601188,0.15705412599822538,3.258687031375501
20725,LUNCH BAG RED RETROSPOT,22355,CHARLOTTE BAG SUKI DESIGN,0.009821836455002285,0.6554054054054054,21.21526702303042
20725,LUNCH BAG RED RETROSPOT,23301,GARDENERS KNEELING PAD KEEP CALM ,0.005424851530379168,0.08429458740017746,2.133189038369809
20725,LUNCH BAG RED RETROSPOT,22379,RECYCLING BAG RETROSPOT ,0.0061671996345363175,0.09582963620230701,3.831435135102284
20725,LUNCH BAG RED RETROSPOT,82482,WOODEN PICTURE FRAME WHITE FINISH,0.005710370031978072,0.08873114463176576,1.808917118499979
20725,LUNCH BAG RED RETROSPOT,20724,RED RETROSPOT CHARLOTTE BAG,0.011706258565555048,0.7162162162162161,20.197066631849236
20725,LUNCH BAG RED RETROSPOT,85099F,JUMBO BAG STRAWBERRY,0.00708085883965281,0.11002661934338955,3.362628547890816
20725,LUNCH BAG RED RETROSPOT,21213,PACK OF 72 SKULL CAKE CASES,0.0061671996345363175,0.09582963620230701,3.7542921458049228
20725,LUNCH BAG RED RETROSPOT,22384,LUNCH BAG PINK POLKADOT,0.023241206030150754,0.6348314606741573,20.180033240997233
20725,LUNCH BAG RED RETROSPOT,21930,JUMBO STORAGE BAG SKULLS,0.006852444038373686,0.1064773735581189,3.83669087602835
20725,LUNCH BAG RED RETROSPOT,20726,LUNCH BAG WOODLAND,0.01821608040201005,0.5955056179775281,20.180033240997233
20725,LUNCH BAG RED RETROSPOT,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.010164458656920968,0.15794143744454303,1.5795947758588451
20725,LUNCH BAG RED RETROSPOT,22629,SPACEBOY LUNCH BOX ,0.00553905893101873,0.08606921029281278,2.8874406334247844
20725,LUNCH BAG RED RETROSPOT,22727,ALARM CLOCK BAKELIKE RED ,0.006110095934216537,0.09494232475598935,2.1876710409564284
20725,LUNCH BAG RED RETROSPOT,22662,LUNCH BAG DOLLY GIRL DESIGN,0.012334399269072635,0.3601108033240997,13.165470538228883
20725,LUNCH BAG RED RETROSPOT,23206,LUNCH BAG APPLE DESIGN,0.017930561900411146,0.7142857142857143,24.107929515418498
20725,LUNCH BAG RED RETROSPOT,22666,RECIPE BOX PANTRY YELLOW DESIGN,0.006509821836455002,0.10115350488021296,2.3681820554308683
20725,LUNCH BAG RED RETROSPOT,23205,CHARLOTTE BAG VINTAGE ALPHABET ,0.005881681132937414,0.09139307897071873,5.001486246672583
20725,LUNCH BAG RED RETROSPOT,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,0.009193695751484696,0.3012048192771084,6.08385097483359
20725,LUNCH BAG RED RETROSPOT,20712,JUMBO BAG WOODLAND ANIMALS,0.00628140703517588,0.09760425909494233,3.453021788425515
20725,LUNCH BAG RED RETROSPOT,22726,ALARM CLOCK BAKELIKE GREEN,0.005824577432617634,0.09050576752440107,2.28706637934677
20725,LUNCH BAG RED RETROSPOT,47566,PARTY BUNTING,0.010507080858839652,0.163265306122449,2.2494901973377868
20725,LUNCH BAG RED RETROSPOT,20719,WOODLAND CHARLOTTE BAG,0.008451347647327547,0.563953488372093,23.514174972314507
20725,LUNCH BAG RED RETROSPOT,79321,CHILLI LIGHTS,0.0061671996345363175,0.09582963620230701,3.3099972173072985
20725,LUNCH BAG RED RETROSPOT,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,0.0061671996345363175,0.09582963620230701,1.7159188028372192
20725,LUNCH BAG RED RETROSPOT,20713,JUMBO BAG OWLS,0.005767473732297853,0.08961845607808341,3.8942888407925476
20725,LUNCH BAG RED RETROSPOT,21929,JUMBO BAG PINK VINTAGE PAISLEY,0.006795340338053906,0.10559006211180125,3.199123127511874
20725,LUNCH BAG RED RETROSPOT,22423,REGENCY CAKESTAND 3 TIER,0.007309273640931932,0.11357586512866016,1.4066057638847926
20725,LUNCH BAG RED RETROSPOT,22469,HEART OF WICKER SMALL,0.005082229328460484,0.07897071872227152,1.5932433482308972
